Nome Comum,Nome Científico,Detecções,Chamadas,Máximo
Abetouro,Botaurus stellaris,131,131,0.9610269665718079
Akohekohe,Palmeria dolei,2,2,0.800532877445221
Alvéola-Amarela,Motacilla flava,1,1,0.5749484896659851
Alvéola-Cinzenta,Motacilla cinerea,6,6,0.8749399185180664
American Goldfinch,Spinus tristis,1,1,0.8063379526138306
Andorinhão-Preto,Apus apus,24,24,0.9396593570709229
Anna's Hummingbird,Calypte anna,28,28,0.7783598899841309
Arara-Canindé,Ara ararauna,1,1,0.5317790508270264
Ariramba-De-Cauda-Ruiva,Galbula ruficauda,1,1,0.7904192805290222
Bacurau-Norte-Americano,Chordeiles minor,1,1,0.5259074568748474
Baiano,Sporophila nigricollis,2,2,0.4627004861831665
Balança-Rabo-De-Máscara,Polioptila dumicola,1,1,0.5419399738311768
Barred Owl,Strix varia,2,2,0.6306595206260681
Bem-Te-Vi,Pitangus sulphuratus,171,171,0.9818482398986816
Bicknell's Thrush,Catharus bicknelli,1,1,0.5073319673538208
Bico-Chato-De-Orelha-Preta,Tolmomyias sulphurescens,1,1,0.6032764315605164
Bico-Grossudo-Americano,Coccothraustes vespertinus,2,2,0.9325314164161682
Black-Crested Bulbul,Rubigula flaviventris,1,1,0.589966356754303
Black-Crowned Antpitta,Pittasoma michleri,1,1,0.5576594471931458
Black-Faced Grassquit,Melanospiza bicolor,1,1,0.4714258313179016
Black-Headed Grosbeak,Pheucticus melanocephalus,1,1,0.5104995369911194
Black-Headed Honeyeater,Melithreptus affinis,1,1,0.567283034324646
Black-Streaked Puffbird,Malacoptila fulvogularis,2,2,0.6424717307090759
Blue-Throated Goldentail,Chlorestes eliciae,2,2,0.49607110023498535
Borralhara,Mackenziaena severa,3,3,0.7136973738670349
Broad-Tailed Hummingbird,Selasphorus platycercus,43,43,0.9101788401603699
Brown Jay,Psilorhinus morio,1,1,0.5293830037117004
Brown-Headed Barbet,Psilopogon zeylanicus,1,1,0.6688498854637146
Brown-Headed Nuthatch,Sitta pusilla,2,2,0.7992338538169861
Buff-Tailed Coronet,Boissonneaua flavescens,1,1,0.5018749833106995
Bushtit,Psaltriparus minimus,1,1,0.5620198249816895
Cabecinha-Castanha,Thlypopsis pyrrhocoma,1,1,0.5396379828453064
Caburé-Acanelado,Aegolius harrisii,2,2,0.9575983881950378
Cambacica,Coereba flaveola,17,17,0.8970463871955872
Caneleiro-Preto,Pachyramphus polychopterus,18,18,0.7426974177360535
Canyon Wren,Catherpes mexicanus,6,6,0.7084598541259766
Carolina Wren,Thryothorus ludovicianus,20,20,0.8892472386360168
Carriça,Troglodytes troglodytes,2,2,0.5491447448730469
Chapim-Carvoeiro,Periparus ater,1,1,0.807645320892334
Chapim-De-Poupa,Lophophanes cristatus,1,1,0.7147253751754761
Chapim-Montês,Poecile montanus,2,2,0.7676880955696106
Chapim-Rabilongo,Aegithalos caudatus,2,2,0.7946892976760864
Checker-Throated Stipplethroat,Epinecrophylla fulviventris,1,1,0.7882015705108643
Chestnut-Backed Chickadee,Poecile rufescens,1,1,0.6256713271141052
Cia,Emberiza cia,2,2,0.6904016137123108
Cigarra-Bambu,Haplospiza unicolor,8,8,0.843791663646698
Cigarrinha-Do-Norte,Sporophila schistacea,1,1,0.5201944708824158
Cigarrinha-Ruiva,Locustella luscinioides,13,13,0.7940840125083923
Cisqueiro-Do-Rio,Clibanornis rectirostris,3,3,0.8798730373382568
Common Snipe,Gallinago gallinago,1,1,0.7995062470436096
Cook's Petrel,Pterodroma cookii,1,1,0.4633764624595642
Coró-Coró,Mesembrinibis cayennensis,6,6,0.9965543746948242
Cotovia-Das-Árvores,Lullula arborea,12,12,0.9399111270904541
Crimson-Collared Grosbeak,Rhodothraupis celaeno,1,1,0.912216305732727
Cuco-Canoro,Cuculus canorus,2,2,0.7031963467597961
Curicaca,Theristicus caudatus,1,1,0.45465636253356934
Downy Woodpecker,Dryobates pubescens,1,1,0.46413740515708923
Eastern Bluebird,Sialia sialis,1,1,0.4954454004764557
Escrevedeira,Emberiza cirlus,1,1,0.6150370836257935
Escrevedeira-Dos-Caniços,Emberiza schoeniclus,9,9,0.8603638410568237
Esmeraldas Antbird,Sipia nigricauda,2,2,0.8368403315544128
Estrelinha-De-Fogo,Corthylio calendula,1,1,0.5465609431266785
Estrelinha-De-Poupa,Regulus regulus,4,4,0.8171010613441467
Estrelinha-Real,Regulus ignicapilla,1,1,0.6039751768112183
Felosa-Boreal,Phylloscopus borealis,1,1,0.48030227422714233
Felosa-Musical,Phylloscopus trochilus,1,1,0.48034244775772095
Felosinha-Ibérica,Phylloscopus ibericus,1,1,0.8353136777877808
Ferreirinha,Prunella modularis,1,1,0.6049302816390991
Fim-Fim,Euphonia chlorotica,32,32,0.9547396898269653
Flame-Colored Tanager,Piranga bidentata,3,3,0.798575758934021
Flammulated Owl,Psiloscops flammeolus,2,2,0.6175415515899658
Formigueiro-De-Cabeça-Negra,Formicivora erythronotos,1,1,0.7710724472999573
